Date,Vegetable,Price
2012-08-19,Carrots,0.26
2012-08-19,Strawberries,1.03
2012-08-19,Cauliflower,0.6
2012-08-19,Thompson Grapes,0.72
2012-08-19,Celery,0.59
2012-08-19,Flame Grapes,0.7
2012-08-19,Green Leaf Lettuce,0.55
2012-08-19,Honeydews,1.08
2012-08-19,Asparagus,1.08
2012-08-19,Iceberg Lettuce,0.39
2012-08-19,Avocados,0.58
2012-08-19,Nectarines,0.58
2012-08-12,Red Leaf Lettuce,0.49
2012-08-12,Romaine Lettuce,0.67
2012-08-12,Strawberries,1.16
2012-08-12,Thompson Grapes,0.72
2012-08-12,Honeydews,1.04
2012-08-12,Celery,0.53
2012-08-12,Asparagus,1.17
2012-08-12,Iceberg Lettuce,0.38
2012-08-12,Flame Grapes,0.7
2012-08-12,Avocados,0.62
2012-08-12,Nectarines,0.58
2012-08-12,Green Leaf Lettuce,0.44
2012-08-12,Broccoli Bunches,0.52
2012-08-12,Peaches,0.56
2012-08-12,Honeydews,0.21
2012-08-12,Broccoli Crowns,0.43
2012-08-12,Asparagus,1.17
2012-08-12,Plums,0.59
2012-08-12,Iceberg Lettuce,0.38
2012-08-12,Cantaloupe,0.54
2012-08-12,Avocados,0.62
2012-08-12,Nectarines,0.58
2012-08-12,Carrots,0.26
2012-08-12,Broccoli Bunches,0.36
2012-08-12,Peaches,0.56
2012-08-12,Cauliflower,0.63
2012-08-12,Broccoli Crowns,0.43
2012-08-12,Red Leaf Lettuce,0.42
2012-08-12,Celery,0.53
2012-08-12,Cantaloupe,0.17
2012-08-12,Romaine Lettuce,0.46
2012-08-12,Flame Grapes,0.7
2012-08-12,Carrots,0.26
2012-08-12,Strawberries,1.16
2012-08-12,Green Leaf Lettuce,0.52
2012-08-12,Cauliflower,0.27
2012-08-12,Thompson Grapes,0.72
2012-08-05,Red Leaf Lettuce,0.42
2012-08-05,Carrots,0.26
2012-08-05,Romaine Lettuce,0.53
2012-08-05,Cauliflower,0.86
2012-08-05,Strawberries,1.03
2012-08-05,Celery,0.47
2012-08-05,Thompson Grapes,0.73
2012-08-05,Flame Grapes,0.78
2012-08-05,Green Leaf Lettuce,0.42
2012-08-05,Honeydews,1.04
2012-08-05,Iceberg Lettuce,0.41
2012-08-05,Avocados,0.6
2012-08-05,Nectarines,0.68
2012-08-05,Broccoli Bunches,0.49
2012-08-05,Peaches,0.56
2012-08-05,Broccoli Crowns,0.4
2012-08-05,Plums,0
2012-08-05,Cantaloupe,0.44
2012-07-29,Avocados,0.56
2012-07-29,Nectarines,0.68
2012-07-29,Broccoli Bunches,0.5
2012-07-29,Peaches,0.56
2012-07-29,Broccoli Crowns,0.4
2012-07-29,Potatoes,0.75
2012-07-29,Cantaloupe,0.4
2012-07-29,Red Leaf Lettuce,0.36
2012-07-29,Carrots,0.26
2012-07-29,Romaine Lettuce,0.42
2012-07-29,Cauliflower,0.81
2012-07-29,Strawberries,0.91
2012-07-29,Celery,0.43
2012-07-29,Thompson Grapes,0.85
2012-07-29,Flame Grapes,0.77
2012-07-29,Green Leaf Lettuce,0.36
2012-07-29,Honeydews,1.04
2012-07-29,Iceberg Lettuce,0.42
2012-07-22,Flame Grapes,0.74
2012-07-22,Green Leaf Lettuce,0.38
2012-07-22,Honeydews,1.13
2012-07-22,Iceberg Lettuce,0.47
2012-07-22,Avocados,0.56
2012-07-22,Nectarines,0.68
2012-07-22,Broccoli Bunches,0.47
2012-07-22,Peaches,0.56
2012-07-22,Broccoli Crowns,0.37
2012-07-22,Potatoes,0.75
2012-07-22,Cantaloupe,0.42
2012-07-22,Red Leaf Lettuce,0.4
2012-07-22,Carrots,0.27
2012-07-22,Romaine Lettuce,0.45
2012-07-22,Cauliflower,0.68
2012-07-22,Strawberries,0.34
2012-07-22,Celery,0.46
2012-07-15,Potatoes,1
2012-07-15,Cantaloupe,0.44
2012-07-15,Red Leaf Lettuce,0.41
2012-07-15,Carrots,0.27
2012-07-15,Romaine Lettuce,0.51
2012-07-15,Cauliflower,0.56
2012-07-15,Strawberries,0.94
2012-07-15,Celery,0.53
2012-07-15,Flame Grapes,0.77
2012-07-15,Green Leaf Lettuce,0.41
2012-07-15,Honeydews,1.75
2012-07-15,Iceberg Lettuce,0.39
2012-07-15,Nectarines,0.68
2012-07-15,Peaches,0.56
2012-07-15,Broccoli Crowns,0.38
2012-07-15,Avocados,0.58
2012-07-15,Broccoli Bunches,0.48
2012-07-08,Iceberg Lettuce,0.39
2012-07-08,Nectarines,0.68
2012-07-08,Avocados,0.6
2012-07-08,Oranges,0.44
2012-07-08,Broccoli Bunches,0.51
2012-07-08,Peaches,0.66
2012-07-08,Broccoli Crowns,0.44
2012-07-08,Potatoes,0.95
2012-07-08,Cantaloupe,0.52
2012-07-08,Red Leaf Lettuce,0.44
2012-07-08,Carrots,0.28
2012-07-08,Romaine Lettuce,0.63
2012-07-08,Cauliflower,0.57
2012-07-08,Strawberries,0.91
2012-07-08,Celery,0.75
2012-07-08,Green Leaf Lettuce,0.52
2012-07-08,Honeydews,1.1
2012-07-02,Asparagus,9
2012-07-01,Celery,0.38
2012-07-01,Strawberries,0.91
2012-07-01,Flame Grapes,1.06
2012-07-01,Green Leaf Lettuce,0.37
2012-07-01,Honeydews,1.21
2012-07-01,Iceberg Lettuce,0.28
2012-07-01,Avocados,0.66
2012-07-01,Nectarines,0.68
2012-07-01,Broccoli Bunches,0.54
2012-07-01,Oranges,0.43
2012-07-01,Broccoli Crowns,0.47
2012-07-01,Peaches,0.52
2012-07-01,Cantaloupe,0.62
2012-07-01,Potatoes,0.8
2012-07-01,Carrots,0.28
2012-07-01,Red Leaf Lettuce,0.31
2012-07-01,Cauliflower,0.65
2012-07-01,Romaine Lettuce,0.37
2012-06-24,Broccoli Crowns,0.51
2012-06-24,Potatoes,0.85
2012-06-24,Cantaloupe,0.63
2012-06-24,Red Leaf Lettuce,0.29
2012-06-24,Carrots,0.28
2012-06-24,Romaine Lettuce,0.31
2012-06-24,Cauliflower,0.65
2012-06-24,Strawberries,0.91
2012-06-24,Celery,0.34
2012-06-24,Flame Grapes,1.17
2012-06-24,Green Leaf Lettuce,0.35
2012-06-24,Honeydews,1.17
2012-06-24,Iceberg Lettuce,0.28
2012-06-24,Avocados,0.68
2012-06-24,Oranges,0.43
2012-06-24,Broccoli Bunches,0.66
2012-06-24,Peaches,0.56
2012-06-17,Iceberg Lettuce,0.32
2012-06-17,Avocados,0.69
2012-06-17,Nectarines,0.84
2012-06-17,Broccoli Bunches,1.03
2012-06-17,Oranges,0.43
2012-06-17,Broccoli Crowns,0.78
2012-06-17,Peaches,0.62
2012-06-17,Cantaloupe,0.56
2012-06-17,Plums,1
2012-06-17,Carrots,0.28
2012-06-17,Potatoes,0.85
2012-06-17,Cauliflower,0.85
2012-06-17,Red Leaf Lettuce,0.26
2012-06-17,Celery,0.28
2012-06-17,Romaine Lettuce,0.31
2012-06-17,Flame Grapes,1.23
2012-06-17,Strawberries,0.91
2012-06-17,Green Leaf Lettuce,0.3
2012-06-17,Honeydews,1.12
2012-06-10,Green Leaf Lettuce,0.28
2012-06-10,Honeydews,1.08
2012-06-10,Iceberg Lettuce,0.35
2012-06-10,Avocados,0.72
2012-06-10,Nectarines,0.8
2012-06-10,Broccoli Bunches,0.67
2012-06-10,Oranges,0.41
2012-06-10,Broccoli Crowns,0.74
2012-06-10,Peaches,0.68
2012-06-10,Cantaloupe,0.7
2012-06-10,Plums,1.04
2012-06-10,Carrots,0.26
2012-06-10,Potatoes,0.9
2012-06-10,Cauliflower,0.99
2012-06-10,Red Leaf Lettuce,0.27
2012-06-10,Celery,0.3
2012-06-10,Romaine Lettuce,0.29
2012-06-10,Flame Grapes,1.23
2012-06-10,Strawberries,0.91
2012-06-03,Red Leaf Lettuce,0.28
2012-06-03,Romaine Lettuce,0.31
2012-06-03,Strawberries,0.88
2012-06-03,Oranges,0.41
2012-06-03,Peaches,0.68
2012-06-03,Potatoes,0.9
2012-06-03,Carrots,0.26
2012-06-03,Cauliflower,0.94
2012-06-03,Celery,0.28
2012-06-03,Flame Grapes,1.11
2012-06-03,Green Leaf Lettuce,0.29
2012-06-03,Honeydews,1.29
2012-06-03,Iceberg Lettuce,0.53
2012-06-03,Avocados,0.72
2012-06-03,Broccoli Bunches,0.78
2012-06-03,Broccoli Crowns,0.6
2012-06-03,Cantaloupe,1.16
2012-05-27,Honeydews,1.31
2012-05-27,Asparagus,2.13
2012-05-27,Iceberg Lettuce,0.61
2012-05-27,Avocados,0.72
2012-05-27,Oranges,0.41
2012-05-27,Broccoli Bunches,0.72
2012-05-27,Potatoes,1
2012-05-27,Broccoli Crowns,0.56
2012-05-27,Red Leaf Lettuce,0.28
2012-05-27,Cantaloupe,1.25
2012-05-27,Romaine Lettuce,0.31
2012-05-27,Carrots,0.26
2012-05-27,Strawberries,0.84
2012-05-27,Cauliflower,0.99
2012-05-27,Celery,0.33
2012-05-27,Flame Grapes,1.23
2012-05-27,Green Leaf Lettuce,0.3
2012-05-20,Carrots,0.26
2012-05-20,Strawberries,1.08
2012-05-20,Cauliflower,0.76
2012-05-20,Celery,0.38
2012-05-20,Flame Grapes,1.67
2012-05-20,Green Leaf Lettuce,0.3
2012-05-20,Honeydews,1.29
2012-05-20,Asparagus,2.07
2012-05-20,Iceberg Lettuce,0.38
2012-05-20,Avocados,0.7
2012-05-20,Oranges,0.35
2012-05-20,Broccoli Bunches,0.53
2012-05-20,Potatoes,1.1
2012-05-20,Broccoli Crowns,0.39
2012-05-20,Red Leaf Lettuce,0.29
2012-05-20,Cantaloupe,0.91
2012-05-20,Romaine Lettuce,0.33
2012-05-13,Carrots,0.26
2012-05-13,Asparagus,1.94
2012-05-13,Potatoes,1.1
2012-05-13,Cauliflower,0.3
2012-05-13,Avocados,0.69
2012-05-13,Red Leaf Lettuce,0.33
2012-05-13,Celery,0.42
2012-05-13,Broccoli Bunches,0.54
2012-05-13,Romaine Lettuce,0.34
2012-05-13,Green Leaf Lettuce,0.27
2012-05-13,Broccoli Crowns,0.39
2012-05-13,Strawberries,1.09
2012-05-13,Iceberg Lettuce,0.41
2012-05-13,Cantaloupe,1.08
2012-05-13,Thompson Grapes,1.89
2012-05-13,Oranges,0.41
2012-05-13,Carrots,0.26
2012-05-13,Asparagus,1.94
2012-05-13,Potatoes,1.1
2012-05-13,Cauliflower,0.7
2012-05-13,Avocados,0.69
2012-05-13,Red Leaf Lettuce,0.28
2012-05-13,Celery,0.42
2012-05-13,Broccoli Bunches,0.38
2012-05-13,Romaine Lettuce,0.23
2012-05-13,Green Leaf Lettuce,0.31
2012-05-13,Broccoli Crowns,0.39
2012-05-13,Strawberries,1.09
2012-05-13,Iceberg Lettuce,0.41
2012-05-13,Cantaloupe,0.34
2012-05-13,Thompson Grapes,1.89
2012-05-13,Oranges,0.41
2012-05-06,Oranges,0.41
2012-05-06,Potatoes,1.1
2012-05-06,Asparagus,1.85
2012-05-06,Red Leaf Lettuce,0.31
2012-05-06,Avocados,0.69
2012-05-06,Romaine Lettuce,0.31
2012-05-06,Broccoli Bunches,0.55
2012-05-06,Strawberries,1
2012-05-06,Broccoli Crowns,0.41
2012-05-06,Carrots,0.26
2012-05-06,Cauliflower,0.82
2012-05-06,Celery,0.4
2012-05-06,Green Leaf Lettuce,0.35
2012-05-06,Iceberg Lettuce,0.27
2012-04-29,Romaine Lettuce,0.24
2012-04-29,Strawberries,1.06
2012-04-29,Cauliflower,0.32
2012-04-29,Celery,0.33
2012-04-29,Green Leaf Lettuce,0.33
2012-04-29,Iceberg Lettuce,0.28
2012-04-29,Oranges,0.39
2012-04-29,Potatoes,1.2
2012-04-29,Red Leaf Lettuce,0.3
2012-04-29,Avocados,0.71
2012-04-29,Broccoli Bunches,0.31
2012-04-29,Broccoli Crowns,0.31
2012-04-29,Carrots,0.26
2012-04-29,Asparagus,1.67
2012-04-22,Cauliflower,0.24
2012-04-22,Celery,0.27
2012-04-22,Green Leaf Lettuce,0.39
2012-04-22,Iceberg Lettuce,0.47
2012-04-22,Oranges,0.39
2012-04-22,Potatoes,1.25
2012-04-22,Asparagus,1.53
2012-04-22,Red Leaf Lettuce,0.36
2012-04-22,Avocados,0.73
2012-04-22,Romaine Lettuce,0.28
2012-04-22,Broccoli Bunches,0.28
2012-04-22,Strawberries,1.02
2012-04-22,Broccoli Crowns,0.29
2012-04-22,Carrots,0.26
2012-04-15,Iceberg Lettuce,0.38
2012-04-15,Oranges,0.37
2012-04-15,Potatoes,1.33
2012-04-15,Asparagus,1.47
2012-04-15,Red Leaf Lettuce,0.34
2012-04-15,Avocados,0.73
2012-04-15,Romaine Lettuce,0.27
2012-04-15,Broccoli Bunches,0.29
2012-04-15,Strawberries,1.19
2012-04-15,Broccoli Crowns,0.33
2012-04-15,Carrots,0.27
2012-04-15,Cauliflower,0.32
2012-04-15,Celery,0.29
2012-04-15,Green Leaf Lettuce,0.38
2012-04-08,Red Leaf Lettuce,0.25
2012-04-08,Broccoli Crowns,0.29
2012-04-08,Avocados,0.72
2012-04-08,Romaine Lettuce,0.21
2012-04-08,Carrots,0.27
2012-04-08,Broccoli Bunches,0.27
2012-04-08,Strawberries,1.35
2012-04-08,Cauliflower,0.31
2012-04-08,Broccoli Crowns,0.29
2012-04-08,Celery,0.29
2012-04-08,Carrots,0.27
2012-04-08,Green Leaf Lettuce,0.26
2012-04-08,Cauliflower,0.31
2012-04-08,Iceberg Lettuce,0.28
2012-04-08,Celery,0.29
2012-04-08,Oranges,0.37
2012-04-08,Green Leaf Lettuce,0.26
2012-04-08,Potatoes,1.4
2012-04-08,Iceberg Lettuce,0.28
2012-04-08,Asparagus,1.37
2012-04-08,Red Leaf Lettuce,0.25
2012-04-08,Oranges,0.37
2012-04-08,Avocados,0.72
2012-04-08,Romaine Lettuce,0.21
2012-04-08,Potatoes,1.4
2012-04-08,Broccoli Bunches,0.27
2012-04-08,Asparagus,1.37
2012-04-01,Celery,0.28
2012-04-01,Green Leaf Lettuce,0.22
2012-04-01,Iceberg Lettuce,0.26
2012-04-01,Oranges,0.33
2012-04-01,Potatoes,1.4
2012-04-01,Asparagus,1.46
2012-04-01,Red Leaf Lettuce,0.23
2012-04-01,Avocados,0.71
2012-04-01,Romaine Lettuce,0.18
2012-04-01,Broccoli Bunches,0.29
2012-04-01,Strawberries,1.5
2012-04-01,Broccoli Crowns,0.31
2012-04-01,Carrots,0.27
2012-04-01,Cauliflower,0.24
2012-03-25,Potatoes,1.4
2012-03-25,Red Leaf Lettuce,0.22
2012-03-25,Avocados,0.68
2012-03-25,Romaine Lettuce,0.18
2012-03-25,Broccoli Bunches,0.34
2012-03-25,Strawberries,1.52
2012-03-25,Broccoli Crowns,0.39
2012-03-25,Carrots,0.27
2012-03-25,Cauliflower,0.29
2012-03-25,Celery,0.3
2012-03-25,Green Leaf Lettuce,0.22
2012-03-25,Iceberg Lettuce,0.26
2012-03-25,Oranges,0.33
2012-03-18,Avocados,0.67
2012-03-18,Romaine Lettuce,0.17
2012-03-18,Broccoli Bunches,0.39
2012-03-18,Strawberries,1.46
2012-03-18,Broccoli Crowns,0.46
2012-03-18,Carrots,0.27
2012-03-18,Cauliflower,0.26
2012-03-18,Celery,0.3
2012-03-18,Green Leaf Lettuce,0.21
2012-03-18,Iceberg Lettuce,0.25
2012-03-18,Oranges,0.32
2012-03-18,Potatoes,1.4
2012-03-18,Red Leaf Lettuce,0.21
2012-03-11,Carrots,0.27
2012-03-11,Cauliflower,0.47
2012-03-11,Celery,0.28
2012-03-11,Green Leaf Lettuce,0.21
2012-03-11,Iceberg Lettuce,0.24
2012-03-11,Oranges,0.31
2012-03-11,Potatoes,1.35
2012-03-11,Red Leaf Lettuce,0.21
2012-03-11,Avocados,0.67
2012-03-11,Romaine Lettuce,0.17
2012-03-11,Broccoli Bunches,0.6
2012-03-11,Strawberries,1.31
2012-03-11,Broccoli Crowns,0.72
2012-03-04,Celery,0.26
2012-03-04,Green Leaf Lettuce,0.21
2012-03-04,Iceberg Lettuce,0.23
2012-03-04,Oranges,0.32
2012-03-04,Potatoes,1.3
2012-03-04,Red Leaf Lettuce,0.21
2012-03-04,Avocados,0.67
2012-03-04,Romaine Lettuce,0.17
2012-03-04,Broccoli Bunches,0.31
2012-03-04,Strawberries,1.25
2012-03-04,Broccoli Crowns,0.37
2012-03-04,Carrots,0.27
2012-03-04,Cauliflower,0.47
2012-02-26,Iceberg Lettuce,0.24
2012-02-26,Oranges,0.23
2012-02-26,Potatoes,1.3
2012-02-26,Red Leaf Lettuce,0.21
2012-02-26,Romaine Lettuce,0.17
2012-02-26,Avocados,0.67
2012-02-26,Strawberries,1.5
2012-02-26,Broccoli Bunches,0.28
2012-02-26,Broccoli Crowns,0.33
2012-02-26,Cauliflower,0.4
2012-02-26,Celery,0.27
2012-02-26,Green Leaf Lettuce,0.21
2012-02-19,Potatoes,1.3
2012-02-19,Red Leaf Lettuce,0.22
2012-02-19,Romaine Lettuce,0.18
2012-02-19,Broccoli Bunches,0.28
2012-02-19,Strawberries,1.63
2012-02-19,Broccoli Crowns,0.32
2012-02-19,Carrots,0.28
2012-02-19,Cauliflower,0.29
2012-02-19,Celery,0.27
2012-02-19,Green Leaf Lettuce,0.22
2012-02-19,Iceberg Lettuce,0.26
2012-02-19,Oranges,0.32
2012-02-12,Red Leaf Lettuce,0.22
2012-02-12,Romaine Lettuce,0.18
2012-02-12,Broccoli Bunches,0.28
2012-02-12,Strawberries,1.63
2012-02-12,Broccoli Crowns,0.3
2012-02-12,Carrots,0.28
2012-02-12,Cauliflower,0.27
2012-02-12,Celery,0.3
2012-02-12,Green Leaf Lettuce,0.23
2012-02-12,Iceberg Lettuce,0.27
2012-02-12,Oranges,0.31
2012-02-12,Potatoes,1.3
2012-02-05,Romaine Lettuce,0.19
2012-02-05,Broccoli Bunches,0.29
2012-02-05,Strawberries,1.56
2012-02-05,Broccoli Crowns,0.31
2012-02-05,Carrots,0.28
2012-02-05,Cauliflower,0.33
2012-02-05,Celery,0.35
2012-02-05,Green Leaf Lettuce,0.26
2012-02-05,Iceberg Lettuce,0.25
2012-02-05,Oranges,0.31
2012-02-05,Potatoes,1.3
2012-02-05,Red Leaf Lettuce,0.25
2012-01-29,Broccoli Crowns,0.32
2012-01-29,Carrots,0.28
2012-01-29,Cauliflower,0.22
2012-01-29,Celery,0.42
2012-01-29,Green Leaf Lettuce,0.35
2012-01-29,Iceberg Lettuce,0.24
2012-01-29,Oranges,0.31
2012-01-29,Potatoes,1.3
2012-01-29,Red Leaf Lettuce,0.25
2012-01-29,Romaine Lettuce,0.22
2012-01-29,Broccoli Bunches,0.29
2012-01-29,Strawberries,1.44
2012-01-22,Carrots,0.28
2012-01-22,Cauliflower,0.25
2012-01-22,Celery,0.67
2012-01-22,Green Leaf Lettuce,0.52
2012-01-22,Iceberg Lettuce,0.27
2012-01-22,Oranges,0.33
2012-01-22,Potatoes,1.3
2012-01-22,Red Leaf Lettuce,0.32
2012-01-22,Romaine Lettuce,0.27
2012-01-22,Broccoli Bunches,0.35
2012-01-22,Strawberries,1.56
2012-01-22,Broccoli Crowns,0.4
2012-01-15,Romaine Lettuce,0.31
2012-01-15,Strawberries,1.94
2012-01-15,Celery,0.66
2012-01-15,Green Leaf Lettuce,0.53
2012-01-15,Iceberg Lettuce,0.27
2012-01-15,Oranges,0.33
2012-01-15,Potatoes,1.35
2012-01-15,Red Leaf Lettuce,0.35
2012-01-15,Broccoli Bunches,0.36
2012-01-15,Broccoli Crowns,0.42
2012-01-15,Carrots,0.28
2012-01-15,Cauliflower,0.28
2012-01-08,Green Leaf Lettuce,0.43
2012-01-08,Iceberg Lettuce,0.25
2012-01-08,Oranges,0.33
2012-01-08,Potatoes,1.4
2012-01-08,Red Leaf Lettuce,0.33
2012-01-08,Romaine Lettuce,0.32
2012-01-08,Broccoli Bunches,0.33
2012-01-08,Strawberries,1.78
2012-01-08,Broccoli Crowns,0.37
2012-01-08,Carrots,0.28
2012-01-08,Cauliflower,0.29
2012-01-08,Celery,0.51
2012-01-01,Iceberg Lettuce,0.25
2012-01-01,Oranges,0.33
2012-01-01,Potatoes,1.4
2012-01-01,Red Leaf Lettuce,0.28
2012-01-01,Broccoli Bunches,0.4
2012-01-01,Romaine Lettuce,0.22
2012-01-01,Broccoli Crowns,0.48
2012-01-01,Strawberries,1.63
2012-01-01,Carrots,0.28
2012-01-01,Cauliflower,0.49
2012-01-01,Celery,0.41
2012-01-01,Flame Grapes,0.69
2012-01-01,Green Leaf Lettuce,0.3
2011-12-25,Red Leaf Lettuce,0.27
2011-12-25,Broccoli Bunches,0.48
2011-12-25,Romaine Lettuce,0.21
2011-12-25,Broccoli Crowns,0.56
2011-12-25,Strawberries,1.04
2011-12-25,Carrots,0.26
2011-12-25,Cauliflower,0.51
2011-12-25,Celery,0.37
2011-12-25,Flame Grapes,0.9
2011-12-25,Green Leaf Lettuce,0.28
2011-12-25,Iceberg Lettuce,0.29
2011-12-25,Oranges,0.33
2011-12-25,Potatoes,1.4
2011-12-18,Broccoli Crowns,0.74
2011-12-18,Strawberries,1.31
2011-12-18,Carrots,0.26
2011-12-18,Cauliflower,0.55
2011-12-18,Celery,0.34
2011-12-18,Flame Grapes,0.9
2011-12-18,Green Leaf Lettuce,0.31
2011-12-18,Iceberg Lettuce,0.29
2011-12-18,Oranges,0.36
2011-12-18,Potatoes,1.4
2011-12-18,Red Leaf Lettuce,0.31
2011-12-18,Broccoli Bunches,0.65
2011-12-18,Romaine Lettuce,0.21
2011-12-11,Celery,0.43
2011-12-11,Flame Grapes,0.9
2011-12-11,Green Leaf Lettuce,0.4
2011-12-11,Iceberg Lettuce,0.46
2011-12-11,Oranges,0.36
2011-12-11,Potatoes,1.4
2011-12-11,Red Leaf Lettuce,0.4
2011-12-11,Broccoli Bunches,1.05
2011-12-11,Romaine Lettuce,0.27
2011-12-11,Broccoli Crowns,1.21
2011-12-11,Strawberries,2.38
2011-12-11,Carrots,0.26
2011-12-11,Cauliflower,0.86
2011-12-04,Green Leaf Lettuce,0.33
2011-12-04,Iceberg Lettuce,0.43
2011-12-04,Oranges,0.39
2011-12-04,Potatoes,1.4
2011-12-04,Red Leaf Lettuce,0.31
2011-12-04,Broccoli Bunches,0.69
2011-12-04,Romaine Lettuce,0.25
2011-12-04,Broccoli Crowns,0.82
2011-12-04,Strawberries,1.4
2011-12-04,Carrots,0.26
2011-12-04,Cauliflower,0.65
2011-12-04,Celery,0.37
2011-12-04,Flame Grapes,0.9
2011-11-27,Potatoes,1.4
2011-11-27,Red Leaf Lettuce,0.32
2011-11-27,Romaine Lettuce,0.27
2011-11-27,Cantaloupe,0.14
2011-11-27,Strawberries,2.38
2011-11-27,Carrots,0.29
2011-11-27,Tomatoes,0.5
2011-11-27,Cauliflower,0.39
2011-11-27,Celery,0.3
2011-11-27,Flame Grapes,0.9
2011-11-27,Green Leaf Lettuce,0.32
2011-11-27,Iceberg Lettuce,0.35
2011-11-27,Oranges,0.39
2011-11-27,Broccoli Bunches,0.42
2011-11-27,Broccoli Crowns,0.49
2011-11-20,Cauliflower,0.49
2011-11-20,Celery,0.33
2011-11-20,Flame Grapes,0.89
2011-11-20,Green Leaf Lettuce,0.41
2011-11-20,Iceberg Lettuce,0.46
2011-11-20,Oranges,0.41
2011-11-20,Potatoes,1.35
2011-11-20,Broccoli Bunches,0.57
2011-11-20,Red Leaf Lettuce,0.42
2011-11-20,Broccoli Crowns,0.66
2011-11-20,Romaine Lettuce,0.36
2011-11-20,Cantaloupe,0.18
2011-11-20,Strawberries,2.25
2011-11-20,Carrots,0.29
2011-11-20,Tomatoes,0.7
2011-11-13,Iceberg Lettuce,0.93
2011-11-13,Oranges,0.43
2011-11-13,Broccoli Bunches,0.93
2011-11-13,Potatoes,1.35
2011-11-13,Broccoli Crowns,1.12
2011-11-13,Red Leaf Lettuce,0.56
2011-11-13,Cantaloupe,0.22
2011-11-13,Romaine Lettuce,0.57
2011-11-13,Carrots,0.29
2011-11-13,Strawberries,2.13
2011-11-13,Cauliflower,0.89
2011-11-13,Tomatoes,0.75
2011-11-13,Celery,0.45
2011-11-13,Flame Grapes,0.83
2011-11-13,Green Leaf Lettuce,0.57
2011-11-13,Honeydews,0.21
2011-11-06,Cauliflower,0.7
2011-11-06,Tomatoes,0.7
2011-11-06,Celery,0.41
2011-11-06,Flame Grapes,0.83
2011-11-06,Green Leaf Lettuce,0.4
2011-11-06,Honeydews,0.22
2011-11-06,Iceberg Lettuce,0.72
2011-11-06,Oranges,0.41
2011-11-06,Broccoli Bunches,0.59
2011-11-06,Potatoes,1.33
2011-11-06,Broccoli Crowns,0.75
2011-11-06,Red Leaf Lettuce,0.38
2011-11-06,Cantaloupe,0.23
2011-11-06,Romaine Lettuce,0.43
2011-11-06,Carrots,0.29
2011-11-06,Strawberries,1.69
2011-10-30,Honeydews,0.2
2011-10-30,Iceberg Lettuce,0.46
2011-10-30,Potatoes,1.3
2011-10-30,Broccoli Bunches,0.35
2011-10-30,Red Leaf Lettuce,0.24
2011-10-30,Broccoli Crowns,0.44
2011-10-30,Romaine Lettuce,0.29
2011-10-30,Cantaloupe,0.18
2011-10-30,Strawberries,1.1
2011-10-30,Carrots,0.29
2011-10-30,Tomatoes,0.42
2011-10-30,Cauliflower,0.39
2011-10-30,Celery,0.27
2011-10-30,Flame Grapes,0.32
2011-10-30,Green Leaf Lettuce,0.24
2011-10-23,Cantaloupe,0.28
2011-10-23,Strawberries,1.19
2011-10-23,Carrots,0.29
2011-10-23,Tomatoes,0.42
2011-10-23,Cauliflower,0.27
2011-10-23,Celery,0.27
2011-10-23,Flame Grapes,0.82
2011-10-23,Green Leaf Lettuce,0.25
2011-10-23,Honeydews,0.26
2011-10-23,Iceberg Lettuce,0.44
2011-10-23,Potatoes,1.25
2011-10-23,Broccoli Bunches,0.34
2011-10-23,Red Leaf Lettuce,0.24
2011-10-23,Broccoli Crowns,0.4
2011-10-23,Romaine Lettuce,0.26
2011-10-16,Green Leaf Lettuce,0.26
2011-10-16,Honeydews,0.24
2011-10-16,Iceberg Lettuce,0.35
2011-10-16,Plums,0.41
2011-10-16,Broccoli Bunches,0.38
2011-10-16,Potatoes,1.35
2011-10-16,Broccoli Crowns,0.48
2011-10-16,Red Leaf Lettuce,0.24
2011-10-16,Cantaloupe,0.26
2011-10-16,Romaine Lettuce,0.29
2011-10-16,Carrots,0.29
2011-10-16,Strawberries,0.32
2011-10-16,Cauliflower,0.32
2011-10-16,Tomatoes,0.52
2011-10-16,Celery,0.27
2011-10-16,Flame Grapes,0.79
2011-10-09,Strawberries,1.5
2011-10-09,Thompson Grapes,0.74
2011-10-09,Tomatoes,0.6
2011-10-09,Red Leaf Lettuce,0.25
2011-10-09,Romaine Lettuce,0.31
2011-10-09,Carrots,0.29
2011-10-09,Cauliflower,0.27
2011-10-09,Celery,0.28
2011-10-09,Flame Grapes,0.79
2011-10-09,Green Leaf Lettuce,0.28
2011-10-09,Honeydews,0.25
2011-10-09,Iceberg Lettuce,0.29
2011-10-09,Plums,0.41
2011-10-09,Broccoli Bunches,0.39
2011-10-09,Potatoes,1.2
2011-10-09,Broccoli Crowns,0.47
2011-10-09,Cantaloupe,0.2
2011-10-02,Peaches,0.4
2011-10-02,Broccoli Bunches,0.35
2011-10-02,Plums,0.43
2011-10-02,Broccoli Crowns,0.41
2011-10-02,Potatoes,1.1
2011-10-02,Cantaloupe,0.14
2011-10-02,Red Leaf Lettuce,0.25
2011-10-02,Carrots,0.29
2011-10-02,Romaine Lettuce,0.31
2011-10-02,Cauliflower,0.24
2011-10-02,Strawberries,1.15
2011-10-02,Celery,0.26
2011-10-02,Thompson Grapes,0.76
2011-10-02,Flame Grapes,0.79
